800,100, # demand points, # candidate sites
41,31
18,8
20,40
18,33
7,42
32,16
38,41
44,13
28,5
32,36
39,9
2,48
21,43
24,32
41,43
34,42
9,34
24,1
24,16
26,33
25,9
25,18
32,34
36,20
17,7
23,49
11,9
42,18
46,12
28,12
20,39
49,45
30,27
33,3
35,5
15,30
49,4
11,8
39,6
10,1
40,26
29,2
5,29
8,21
49,33
11,12
24,11
6,4
45,17
25,45
44,38
2,45
19,26
40,40
34,41
48,22
31,35
46,23
4,39
46,1
1,2
40,28
13,6
32,30
21,27
17,29
36,48
27,42
18,46
2,21
44,5
11,5
14,17
1,24
17,41
26,27
23,5
34,39
9,27
42,49
26,2
31,29
25,3
13,36
46,15
41,13
41,48
39,16
5,10
45,28
8,7
23,9
9,8
50,47
26,8
21,9
14,41
38,10
36,23
23,27
10,5
37,25
7,39
7,5
36,37
16,15
26,21
45,26
31,7
42,22
30,5
5,44
9,22
6,41
43,31
19,22
10,10
32,19
12,48
6,24
21,17
41,45
46,40
13,48
43,30
32,4
9,7
42,45
21,28
44,45
31,5
17,45
43,22
3,17
50,40
30,12
48,10
13,24
28,39
2,38
19,27
5,45
40,35
18,14
6,14
44,16
8,9
33,38
10,32
41,11
34,9
34,40
32,14
17,20
35,28
16,35
33,49
2,11
4,18
8,36
3,30
18,29
20,34
4,14
24,24
41,9
28,18
29,6
38,1
44,23
48,15
43,9
44,18
31,20
43,33
48,9
20,16
32,15
7,4
28,6
29,19
40,41
50,16
27,7
31,37
2,24
12,43
29,11
12,20
7,23
13,9
7,36
15,17
33,5
3,28
49,10
46,47
39,15
17,19
13,13
30,13
32,6
47,14
31,2
50,15
3,27
45,20
40,46
38,39
5,2
8,12
1,25
11,16
9,35
31,18
3,39
24,30
10,15
2,5
31,6
48,5
15,16
14,14
16,23
35,3
21,5
33,20
4,10
14,9
10,50
20,11
14,31
17,12
19,43
20,25
27,14
17,26
31,31
31,32
12,15
50,28
46,19
16,4
35,49
46,32
33,10
43,20
6,21
20,45
45,49
43,14
5,26
39,26
10,31
22,34
10,23
29,47
13,18
27,27
42,4
3,13
5,12
11,11
33,43
28,32
15,2
36,30
24,23
35,24
40,11
49,39
10,25
19,30
30,24
22,50
8,1
35,8
30,21
39,8
50,42
20,21
50,27
20,28
49,7
45,39
28,48
2,2
43,44
47,26
26,40
10,44
1,46
30,46
9,37
18,45
40,22
24,29
